,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
881,-120.84,38.63,12.0,1313.0,231.0,731.0,232.0,5.7373,201750.0,INLAND
882,-121.9,37.27,28.0,4538.0,685.0,1996.0,667.0,5.4609,270543.0,<1H OCEAN
883,-116.92,32.85,23.0,1378.0,269.0,767.0,266.0,4.0625,152438.0,<1H OCEAN
884,-123.04,38.49,30.0,3977.0,930.0,1387.0,582.0,2.6161,139628.0,NEAR OCEAN
885,-118.18,34.11,33.0,1523.0,391.0,753.0,298.0,2.6591,184726.01,<1H OCEAN
886,-119.85,36.75,24.0,1143.0,245.0,608.0,240.0,2.8194,79617.0,INLAND
887,-118.43,34.23,35.0,1225.0,228.0,720.0,231.0,3.4013,177184.0,<1H OCEAN
888,-118.27,34.16,47.0,1453.0,356.0,787.0,345.0,3.0114,241436.0,<1H OCEAN
889,-118.13,33.88,32.0,1788.0,459.0,1131.0,461.0,3.5278,179444.0,<1H OCEAN
890,-121.31,38.71,18.0,3998.0,744.0,2071.0,660.0,4.3836,136533.0,INLAND
891,-117.31,34.14,44.0,1487.0,273.0,972.0,281.0,3.2292,96370.0,INLAND
892,-122.4,40.51,20.0,1750.0,352.0,834.0,340.0,2.485,97940.0,INLAND
893,-122.45,37.77,52.0,2191.0,627.0,1100.0,585.0,3.0409,447069.0,NEAR BAY
894,-118.2,33.81,47.0,2347.0,437.0,1219.0,420.0,5.3096,223168.0,NEAR OCEAN
895,-121.28,37.95,49.0,1200.0,364.0,1448.0,318.0,1.1094,59000.0,INLAND
896,-118.34,34.2,41.0,2860.0,682.0,1516.0,621.0,3.0431,241303.0,<1H OCEAN
897,-119.82,36.84,7.0,2289.0,342.0,1077.0,354.0,5.4868,145871.0,INLAND
898,-117.86,34.13,40.0,1304.0,280.0,607.0,256.0,2.588,187749.0,INLAND
899,-118.31,34.1,33.0,766.0,347.0,918.0,305.0,1.705,315969.0,<1H OCEAN
900,-118.46,34.26,36.0,1394.0,254.0,761.0,262.0,4.9485,212169.0,<1H OCEAN
901,-120.55,37.32,21.0,1410.0,229.0,590.0,205.0,3.3194,108841.0,INLAND
902,-116.31,33.67,15.0,2214.0,410.0,1152.0,350.0,2.9187,99910.0,INLAND
903,-122.27,37.86,52.0,2307.0,583.0,1127.0,548.0,1.8447,194153.0,NEAR BAY
904,-117.88,33.75,34.0,3004.0,673.0,5477.0,640.0,2.8342,172313.0,<1H OCEAN
905,-122.39,37.74,45.0,1462.0,308.0,924.0,302.0,2.1767,189639.0,NEAR BAY
906,-118.04,34.13,35.0,249.0,31.0,268.0,29.0,15.0001,486536.8,INLAND
907,-119.04,34.34,35.0,462.0,90.0,334.0,96.0,5.3582,288540.03,<1H OCEAN
908,-118.24,33.91,36.0,1446.0,316.0,1286.0,314.0,2.7083,104819.0,<1H OCEAN
909,-122.59,38.12,25.0,7784.0,1145.0,3445.0,1166.0,6.0132,307117.02,<1H OCEAN
910,-118.29,34.17,12.0,2238.0,682.0,1882.0,611.0,2.9,229962.0,<1H OCEAN
911,-122.33,37.98,3.0,2850.0,544.0,1024.0,515.0,6.0115,302505.04,NEAR BAY
912,-122.97,38.5,44.0,3234.0,746.0,1112.0,470.0,1.9265,130162.0,<1H OCEAN
913,-117.9,34.07,35.0,1646.0,294.0,1056.0,280.0,3.055,175942.0,<1H OCEAN
914,-117.8,33.83,17.0,2971.0,350.0,1180.0,346.0,11.1228,492525.79,<1H OCEAN
915,-115.49,32.69,17.0,1960.0,389.0,1691.0,356.0,1.899,75214.0,INLAND
916,-122.28,37.88,52.0,1909.0,416.0,811.0,406.0,3.006,220900.0,NEAR BAY
917,-119.32,36.21,25.0,2360.0,460.0,1424.0,436.0,2.3152,61025.0,INLAND
918,-117.12,32.7,36.0,1011.0,253.0,763.0,226.0,1.8187,84178.0,NEAR OCEAN
919,-122.26,38.33,34.0,2048.0,316.0,780.0,267.0,5.815,317266.01,NEAR BAY
920,-120.16,36.96,18.0,508.0,104.0,393.0,114.0,3.0,135130.0,INLAND
921,-117.25,32.73,38.0,1840.0,291.0,633.0,283.0,4.9125,388758.15,NEAR OCEAN
922,-117.55,33.87,18.0,8136.0,1584.0,4976.0,1516.0,3.9414,170717.0,INLAND
923,-119.66,36.32,24.0,2652.0,568.0,1532.0,445.0,2.3256,61798.0,INLAND
924,-121.27,37.98,43.0,2608.0,516.0,1322.0,528.0,2.5714,76584.0,INLAND
925,-121.42,38.22,35.0,1507.0,313.0,868.0,283.0,2.0284,87142.0,INLAND
926,-121.31,37.96,52.0,1829.0,301.0,694.0,319.0,3.3466,106888.0,INLAND
927,-118.05,33.78,25.0,2356.0,330.0,937.0,326.0,6.6264,347677.01,<1H OCEAN
928,-118.09,33.9,36.0,1215.0,279.0,862.0,285.0,3.7604,165020.0,<1H OCEAN
929,-118.4,33.86,41.0,2237.0,597.0,938.0,523.0,4.7105,408963.21,<1H OCEAN
930,-121.0,35.94,16.0,3077.0,628.0,1479.0,536.0,3.3724,184805.01,<1H OCEAN
931,-117.77,33.88,8.0,4874.0,627.0,2070.0,619.0,8.1117,386898.0,<1H OCEAN
932,-121.95,37.32,20.0,1145.0,198.0,431.0,173.0,3.1103,252472.0,<1H OCEAN
933,-122.34,40.58,7.0,4843.0,992.0,2223.0,932.0,3.0549,107759.0,INLAND
934,-122.24,37.8,49.0,2838.0,749.0,1487.0,677.0,2.5238,176369.0,NEAR BAY
935,-118.15,33.78,13.0,3056.0,861.0,1600.0,824.0,3.3003,240096.0,NEAR OCEAN
936,-122.53,37.9,44.0,2846.0,551.0,1232.0,537.0,3.8839,346637.01,NEAR BAY
937,-118.31,33.8,31.0,4464.0,991.0,2420.0,947.0,4.0425,291615.0,<1H OCEAN
938,-116.76,34.29,14.0,3959.0,849.0,1064.0,376.0,2.8214,107634.0,INLAND
939,-122.21,37.76,52.0,1420.0,314.0,1085.0,300.0,1.7546,94859.0,NEAR BAY
940,-117.77,33.7,3.0,3636.0,749.0,1486.0,696.0,5.5464,240708.07,<1H OCEAN
941,-122.03,37.91,29.0,5438.0,871.0,2310.0,890.0,5.0362,267378.0,NEAR BAY
942,-121.93,37.33,44.0,2142.0,358.0,846.0,375.0,5.4273,379197.01,<1H OCEAN
943,-122.23,40.2,17.0,762.0,138.0,322.0,139.0,4.2917,141072.0,INLAND
944,-121.93,36.63,28.0,3983.0,852.0,1582.0,778.0,3.5147,303431.0,NEAR OCEAN
945,-118.91,35.37,32.0,4121.0,755.0,2590.0,721.0,3.3462,73061.0,INLAND
946,-120.73,37.38,37.0,653.0,176.0,827.0,176.0,1.9236,71562.0,INLAND
947,-118.34,33.93,36.0,1528.0,486.0,1824.0,470.0,2.2679,158608.0,<1H OCEAN
948,-121.35,38.66,8.0,3322.0,805.0,1694.0,774.0,2.7011,129015.0,INLAND
949,-118.38,34.17,33.0,1588.0,454.0,739.0,392.0,2.8208,260691.02,<1H OCEAN
950,-122.15,37.46,42.0,1995.0,412.0,794.0,374.0,5.6234,368746.02,NEAR BAY
951,-117.82,33.75,24.0,893.0,209.0,342.0,197.0,2.8261,148005.01,<1H OCEAN
952,-118.19,33.85,45.0,1167.0,302.0,773.0,287.0,3.2798,181713.0,NEAR OCEAN
953,-117.71,33.61,25.0,3004.0,718.0,891.0,626.0,2.395,97032.01,<1H OCEAN
954,-121.17,38.71,15.0,3084.0,557.0,1040.0,562.0,2.5183,225731.0,INLAND
955,-122.08,37.9,29.0,4133.0,770.0,1691.0,744.0,5.1097,286301.0,NEAR BAY
956,-121.87,38.0,17.0,2713.0,442.0,1475.0,415.0,4.8542,145440.0,INLAND
957,-117.62,34.07,15.0,4061.0,811.0,2884.0,734.0,3.3936,130855.0,INLAND
958,-122.12,37.71,38.0,1164.0,284.0,632.0,289.0,3.0345,164706.0,NEAR BAY
959,-121.22,39.11,14.0,1405.0,269.0,660.0,228.0,3.0804,146919.0,INLAND
960,-117.04,34.0,25.0,3750.0,781.0,1594.0,785.0,2.4167,105580.0,INLAND
961,-118.45,34.1,31.0,6675.0,842.0,2092.0,796.0,11.8442,500001.0,<1H OCEAN
962,-117.07,32.58,25.0,1607.0,280.0,899.0,260.0,3.8194,136165.0,NEAR OCEAN
963,-122.21,37.42,28.0,564.0,72.0,191.0,79.0,11.9666,490879.89,NEAR OCEAN
964,-117.82,33.72,24.0,3260.0,458.0,1383.0,442.0,6.5987,305331.05,<1H OCEAN
965,-117.26,34.53,10.0,3103.0,520.0,1283.0,464.0,3.071,104755.0,INLAND
966,-118.31,33.81,23.0,3942.0,748.0,1679.0,711.0,4.1169,348265.0,<1H OCEAN
967,-118.25,33.87,18.0,6812.0,1263.0,3704.0,1216.0,4.25,181313.0,<1H OCEAN
968,-117.18,32.79,30.0,5201.0,1104.0,2961.0,1064.0,3.2661,209427.0,NEAR OCEAN
969,-119.27,35.88,32.0,1393.0,343.0,1282.0,336.0,1.5069,45890.0,INLAND
970,-122.0,38.35,34.0,432.0,65.0,208.0,71.0,5.5435,160113.0,INLAND
971,-118.75,34.27,20.0,3495.0,449.0,1629.0,428.0,5.8096,259315.0,<1H OCEAN
972,-117.04,32.76,37.0,2979.0,557.0,1285.0,564.0,3.7368,162330.0,NEAR OCEAN
973,-118.32,34.1,30.0,2193.0,965.0,2197.0,836.0,1.8277,240013.01,<1H OCEAN
974,-118.11,34.06,32.0,1273.0,344.0,1148.0,368.0,2.1061,201200.0,<1H OCEAN
975,-118.78,34.27,20.0,2743.0,685.0,1798.0,613.0,3.6761,187872.0,<1H OCEAN
976,-121.81,37.26,14.0,3379.0,683.0,1465.0,620.0,4.0547,241941.01,<1H OCEAN
977,-122.5,37.74,40.0,2310.0,445.0,1266.0,490.0,3.7969,289470.0,NEAR OCEAN
978,-119.94,37.04,14.0,1636.0,253.0,766.0,225.0,3.125,97691.0,INLAND
979,-117.1,32.58,27.0,2616.0,591.0,1889.0,577.0,2.3824,123086.0,NEAR OCEAN
980,-121.37,38.69,35.0,1093.0,192.0,590.0,190.0,2.7009,106019.0,INLAND
981,-122.42,37.75,52.0,2164.0,533.0,1122.0,469.0,3.2632,306927.0,NEAR BAY
982,-118.29,34.11,48.0,1448.0,295.0,681.0,287.0,3.2333,390396.0,<1H OCEAN
983,-117.78,33.69,16.0,4702.0,806.0,2529.0,814.0,5.1299,228863.0,<1H OCEAN
984,-117.83,33.88,18.0,2112.0,340.0,1048.0,315.0,6.9308,256378.0,<1H OCEAN
985,-118.19,34.05,47.0,1273.0,264.0,1193.0,260.0,2.4375,126605.0,<1H OCEAN
986,-118.11,33.82,37.0,1756.0,345.0,836.0,335.0,4.375,219053.0,<1H OCEAN
987,-122.28,37.9,52.0,2003.0,250.0,658.0,244.0,10.0825,497374.97,NEAR BAY
988,-122.83,38.39,19.0,1765.0,394.0,868.0,388.0,2.462,172879.0,<1H OCEAN
989,-122.54,37.95,38.0,2310.0,400.0,971.0,386.0,5.697,391917.08,NEAR BAY
990,-118.35,33.95,45.0,1076.0,213.0,781.0,238.0,3.95,176922.0,<1H OCEAN
991,-122.03,37.0,30.0,2077.0,342.0,816.0,328.0,5.2078,383296.01,NEAR OCEAN
992,-122.18,39.7,23.0,1658.0,307.0,836.0,297.0,3.35,91473.0,INLAND
993,-117.2,34.48,7.0,4998.0,953.0,2764.0,891.0,3.205,103150.0,INLAND
994,-117.96,34.48,32.0,1896.0,342.0,806.0,299.0,4.5769,186457.0,INLAND
995,-117.89,33.92,17.0,2936.0,555.0,1381.0,535.0,5.4617,290366.0,<1H OCEAN
996,-119.65,36.51,30.0,1671.0,319.0,966.0,282.0,3.1333,93017.0,INLAND
997,-118.16,34.02,34.0,1474.0,511.0,1962.0,501.0,1.8715,144145.0,<1H OCEAN
998,-118.49,34.14,28.0,3539.0,441.0,1190.0,421.0,10.6796,500001.0,<1H OCEAN
999,-122.04,37.12,30.0,1427.0,311.0,686.0,251.0,4.0781,184090.0,NEAR OCEAN
1000,-118.21,34.12,35.0,1937.0,439.0,1523.0,412.0,3.5638,182962.0,<1H OCEAN
1001,-117.57,33.88,39.0,679.0,164.0,769.0,179.0,2.3036,111902.0,INLAND
1002,-121.86,36.6,33.0,1409.0,307.0,633.0,290.0,3.5568,213939.0,<1H OCEAN
1003,-117.9,34.06,35.0,1313.0,194.0,599.0,209.0,7.5,328221.11,<1H OCEAN
1004,-116.99,32.7,15.0,3660.0,622.0,2629.0,612.0,4.0444,152410.0,NEAR OCEAN
1005,-117.82,33.89,24.0,2168.0,421.0,1050.0,397.0,4.6172,233646.0,<1H OCEAN
1006,-118.24,34.12,34.0,80.0,26.0,125.0,35.0,0.8907,236996.08,<1H OCEAN
1007,-121.94,37.31,30.0,1680.0,312.0,858.0,310.0,4.0474,272684.0,<1H OCEAN
1008,-118.1,33.9,37.0,1061.0,202.0,768.0,206.0,4.75,164775.0,<1H OCEAN
1009,-122.63,38.5,19.0,2107.0,332.0,874.0,341.0,5.7819,274197.02,<1H OCEAN
1010,-117.1,32.58,33.0,393.0,76.0,330.0,80.0,4.1029,136413.0,NEAR OCEAN
1011,-122.04,37.57,12.0,5719.0,1064.0,3436.0,1057.0,5.2879,238951.0,NEAR BAY
1012,-122.49,37.75,43.0,2044.0,393.0,979.0,378.0,3.9205,308801.0,NEAR OCEAN
1013,-117.93,33.78,36.0,2169.0,359.0,1018.0,370.0,4.3906,222592.0,<1H OCEAN
1014,-121.89,37.46,5.0,1519.0,186.0,705.0,186.0,10.3798,487134.77,<1H OCEAN
1015,-121.45,38.56,51.0,1250.0,235.0,452.0,232.0,2.625,117685.0,INLAND
1016,-118.51,34.27,34.0,3787.0,771.0,1966.0,738.0,4.055,224066.0,<1H OCEAN
1017,-121.72,37.7,17.0,1671.0,352.0,729.0,252.0,6.1023,230719.0,INLAND
1018,-118.28,33.96,34.0,2074.0,562.0,1913.0,514.0,1.6156,98828.0,<1H OCEAN
1019,-117.94,34.08,34.0,1970.0,476.0,1269.0,406.0,4.064,184191.0,<1H OCEAN
1020,-121.41,38.6,16.0,5407.0,1467.0,2523.0,1265.0,2.0471,106301.0,INLAND
1021,-118.37,34.12,34.0,2821.0,399.0,843.0,391.0,11.615,500001.0,<1H OCEAN
1022,-120.42,34.96,19.0,2298.0,511.0,1246.0,513.0,2.212,139394.0,<1H OCEAN
1023,-118.23,34.12,32.0,2094.0,491.0,1413.0,479.0,4.5089,236056.01,<1H OCEAN
1024,-118.4,34.7,10.0,4122.0,814.0,2164.0,710.0,4.2941,148167.0,INLAND
1025,-122.29,38.3,52.0,935.0,224.0,315.0,207.0,1.8287,159130.0,NEAR BAY
1026,-117.13,32.91,16.0,3230.0,579.0,1825.0,576.0,4.2969,157061.0,<1H OCEAN
1027,-118.44,34.26,34.0,1102.0,212.0,949.0,212.0,4.0792,170995.0,<1H OCEAN
1028,-118.12,33.86,34.0,2116.0,427.0,972.0,396.0,4.8516,218920.0,<1H OCEAN
1029,-118.28,34.08,39.0,3162.0,896.0,1934.0,818.0,2.875,212014.0,<1H OCEAN
1030,-118.56,34.17,35.0,2987.0,391.0,1244.0,387.0,7.1322,468225.67,<1H OCEAN
1031,-122.17,37.87,38.0,1261.0,177.0,472.0,183.0,6.917,407542.0,NEAR BAY
1032,-121.83,37.36,22.0,3936.0,860.0,3508.0,877.0,4.2312,189697.0,<1H OCEAN
1033,-122.41,37.8,52.0,2892.0,751.0,1785.0,733.0,3.5746,376189.13,NEAR BAY
1034,-118.74,37.58,20.0,3301.0,779.0,1085.0,448.0,3.7315,142802.0,INLAND
1035,-117.01,32.71,20.0,3506.0,692.0,1977.0,668.0,2.981,132182.0,NEAR OCEAN
1036,-119.55,36.51,46.0,1889.0,390.0,971.0,403.0,2.2132,73584.0,INLAND
1037,-117.22,32.75,24.0,3914.0,985.0,2147.0,874.0,2.9735,223621.0,NEAR OCEAN
1038,-118.45,34.2,18.0,2729.0,800.0,2099.0,742.0,2.5842,219705.0,<1H OCEAN
1039,-117.81,33.81,19.0,3154.0,390.0,1404.0,384.0,8.9257,425048.04,<1H OCEAN
1040,-118.32,33.96,47.0,1453.0,247.0,721.0,276.0,5.5176,223155.02,<1H OCEAN
1041,-122.19,37.73,45.0,1528.0,291.0,801.0,287.0,1.2625,93290.0,NEAR BAY
1042,-118.18,33.78,20.0,1852.0,556.0,1712.0,556.0,1.4565,155122.0,NEAR OCEAN
1043,-121.46,38.63,26.0,3185.0,658.0,2444.0,626.0,1.56,69567.0,INLAND
1044,-118.15,33.87,29.0,2690.0,659.0,1747.0,617.0,3.3713,199034.0,<1H OCEAN
1045,-118.23,34.2,48.0,1473.0,294.0,807.0,296.0,3.399,294558.0,<1H OCEAN
1046,-123.22,39.15,36.0,1166.0,216.0,504.0,203.0,3.5938,127375.0,<1H OCEAN
1047,-121.25,38.68,13.0,503.0,70.0,267.0,77.0,6.1943,250056.0,INLAND
1048,-117.09,34.07,24.0,6260.0,1271.0,3132.0,1189.0,2.5156,103718.0,INLAND
1049,-122.03,37.31,25.0,2131.0,410.0,1132.0,395.0,5.3508,364975.02,<1H OCEAN
1050,-118.2,34.03,52.0,774.0,209.0,813.0,203.0,2.3472,136889.0,<1H OCEAN
1051,-120.47,37.32,15.0,3952.0,984.0,2024.0,1026.0,2.558,113766.0,INLAND
1052,-118.15,33.92,30.0,915.0,234.0,646.0,211.0,2.5208,170996.0,<1H OCEAN
1053,-121.87,37.29,18.0,1892.0,568.0,974.0,553.0,2.3715,228614.0,<1H OCEAN
1054,-121.31,38.03,18.0,4893.0,1008.0,3036.0,997.0,2.5212,108808.0,INLAND
1055,-117.11,34.43,14.0,3026.0,556.0,1349.0,485.0,2.8021,109916.0,INLAND
1056,-119.02,35.33,26.0,3691.0,826.0,2072.0,827.0,2.1553,75736.0,INLAND
1057,-122.04,37.34,25.0,1994.0,287.0,704.0,283.0,7.7799,440706.05,<1H OCEAN
1058,-121.31,38.26,22.0,1768.0,396.0,1005.0,420.0,1.8846,88548.0,INLAND
1059,-122.19,37.74,36.0,847.0,212.0,567.0,159.0,1.1765,90268.0,NEAR BAY
1060,-121.91,37.33,28.0,454.0,147.0,366.0,140.0,2.9853,195382.0,<1H OCEAN
1061,-118.08,33.91,18.0,1573.0,396.0,1200.0,365.0,2.895,151695.0,<1H OCEAN
1062,-120.98,37.65,36.0,826.0,167.0,432.0,150.0,2.5,112694.0,INLAND
1063,-121.98,37.8,16.0,2498.0,330.0,1027.0,343.0,8.155,366565.07,<1H OCEAN
1064,-122.16,37.74,47.0,824.0,223.0,533.0,166.0,2.625,109677.0,NEAR BAY
1065,-118.37,33.95,35.0,924.0,349.0,1376.0,358.0,2.2297,233322.0,<1H OCEAN
1066,-121.55,40.48,14.0,2413.0,524.0,805.0,329.0,2.7857,85615.0,INLAND
1067,-122.34,37.95,39.0,1986.0,427.0,1041.0,385.0,3.2333,133386.0,NEAR BAY
1068,-117.02,33.71,6.0,8278.0,1579.0,3062.0,1446.0,3.0043,131655.0,INLAND
1069,-117.26,32.99,16.0,2127.0,512.0,1532.0,499.0,2.7348,207618.0,NEAR OCEAN
1070,-117.96,34.05,36.0,1475.0,270.0,1149.0,284.0,3.0904,161216.0,<1H OCEAN
1071,-121.31,38.57,22.0,1229.0,253.0,733.0,250.0,2.5,102056.0,INLAND
1072,-121.97,38.35,17.0,5678.0,1116.0,3182.0,1135.0,3.7388,135512.0,INLAND
1073,-117.78,33.81,23.0,1986.0,278.0,826.0,260.0,7.7752,356824.0,<1H OCEAN
1074,-122.45,38.58,34.0,2517.0,483.0,1324.0,464.0,3.0938,179430.0,INLAND
1075,-120.11,34.62,16.0,2943.0,394.0,959.0,359.0,6.2094,399658.03,NEAR OCEAN
1076,-119.01,35.32,23.0,4870.0,965.0,2717.0,928.0,2.596,81850.0,INLAND
1077,-124.19,40.78,37.0,1371.0,319.0,640.0,260.0,1.8242,68958.0,NEAR OCEAN
1078,-118.41,34.01,44.0,2010.0,394.0,961.0,365.0,4.5982,350541.06,<1H OCEAN
1079,-117.12,32.75,13.0,2795.0,773.0,1869.0,690.0,2.1767,118559.0,NEAR OCEAN
1080,-118.33,34.07,52.0,2248.0,255.0,813.0,265.0,15.0001,500001.0,<1H OCEAN
1081,-118.28,34.11,52.0,1803.0,437.0,787.0,388.0,4.5781,344842.0,<1H OCEAN
1082,-121.23,38.66,19.0,3243.0,546.0,1334.0,515.0,4.8088,174764.0,INLAND
1083,-118.12,34.02,36.0,1595.0,383.0,1105.0,359.0,2.4286,196151.0,<1H OCEAN
1084,-118.01,34.1,35.0,2120.0,412.0,1375.0,405.0,3.4609,177752.0,INLAND
1085,-121.36,38.56,20.0,1232.0,332.0,667.0,288.0,1.8288,53457.0,INLAND
1086,-121.74,37.3,12.0,1961.0,280.0,985.0,269.0,6.7159,345589.0,<1H OCEAN
1087,-118.26,33.78,27.0,1672.0,491.0,1723.0,462.0,2.0458,169035.0,NEAR OCEAN
1088,-117.92,34.06,34.0,2819.0,609.0,1718.0,558.0,3.5547,195883.0,<1H OCEAN
1089,-118.38,34.3,39.0,1622.0,355.0,903.0,314.0,4.1125,211616.0,<1H OCEAN
1090,-118.45,34.18,22.0,2516.0,826.0,3350.0,713.0,2.0192,184952.0,<1H OCEAN
1091,-121.92,38.03,16.0,2176.0,464.0,1410.0,434.0,3.5436,115555.0,INLAND
1092,-124.09,40.87,44.0,692.0,206.0,398.0,211.0,1.1576,83063.0,NEAR OCEAN
1093,-118.47,34.01,43.0,1160.0,304.0,393.0,250.0,2.9167,418943.07,<1H OCEAN
1094,-117.22,32.83,31.0,3958.0,727.0,1924.0,728.0,5.4605,255096.03,NEAR OCEAN
1095,-121.21,38.66,15.0,6940.0,1019.0,2829.0,990.0,5.4889,213614.0,INLAND
1096,-122.45,37.71,45.0,2253.0,431.0,1382.0,392.0,4.2562,228967.0,NEAR OCEAN
1097,-117.26,32.98,12.0,3900.0,977.0,1690.0,892.0,4.125,246141.0,NEAR OCEAN
1098,-118.46,34.25,33.0,2202.0,433.0,1135.0,407.0,4.2143,218674.01,<1H OCEAN
1099,-118.32,33.98,49.0,1993.0,446.0,1052.0,394.0,2.2138,119637.0,<1H OCEAN
1100,-121.5,38.49,29.0,3606.0,690.0,2317.0,696.0,2.7368,84995.0,INLAND
1101,-118.21,33.95,43.0,1500.0,419.0,1726.0,440.0,1.8641,162256.0,<1H OCEAN
1102,-119.85,36.84,12.0,2272.0,304.0,840.0,305.0,8.9669,261936.06,INLAND
1103,-119.71,36.81,19.0,2282.0,550.0,1034.0,500.0,1.6618,77807.0,INLAND
1104,-118.29,34.0,44.0,1753.0,387.0,1165.0,380.0,2.1354,115704.0,<1H OCEAN
1105,-121.29,37.96,52.0,287.0,119.0,154.0,85.0,0.8738,73677.0,INLAND
1106,-120.25,37.04,21.0,1724.0,317.0,1006.0,290.0,3.2868,95894.0,INLAND
1107,-117.97,33.91,19.0,8096.0,1318.0,3853.0,1313.0,6.0076,274987.0,<1H OCEAN
1108,-119.7,36.82,25.0,2379.0,540.0,1482.0,484.0,2.3173,70461.0,INLAND
1109,-117.28,33.19,5.0,2697.0,639.0,1633.0,580.0,3.4456,179470.0,NEAR OCEAN
1110,-118.59,34.47,5.0,538.0,98.0,8733.0,105.0,4.2391,170897.02,INLAND
1111,-118.39,33.88,34.0,1973.0,367.0,843.0,345.0,6.077,439832.04,<1H OCEAN
1112,-122.04,37.3,25.0,2366.0,417.0,1076.0,398.0,6.9238,371580.08,<1H OCEAN
1113,-117.81,33.8,25.0,2765.0,475.0,1666.0,474.0,6.0531,240887.0,<1H OCEAN
1114,-118.3,34.07,28.0,5221.0,2530.0,5840.0,2374.0,1.8829,278532.0,<1H OCEAN
1115,-116.92,32.76,7.0,1659.0,237.0,862.0,242.0,5.2741,185680.0,<1H OCEAN
1116,-122.46,37.77,52.0,1824.0,388.0,799.0,363.0,3.75,409536.02,NEAR BAY
1117,-121.36,38.0,17.0,4535.0,762.0,1562.0,743.0,5.3224,217287.0,INLAND
1118,-118.2,34.02,26.0,36.0,9.0,35.0,9.0,1.625,185799.04,<1H OCEAN
1119,-118.16,34.16,44.0,1284.0,278.0,925.0,261.0,1.7321,176866.01,<1H OCEAN
1120,-122.1,37.4,19.0,1085.0,288.0,1009.0,305.0,3.9091,260657.0,NEAR BAY
1121,-120.42,37.98,18.0,3059.0,609.0,1335.0,581.0,2.5129,116741.0,INLAND
1122,-119.51,37.32,14.0,362.0,78.0,88.0,39.0,3.5893,177594.0,INLAND
1123,-120.77,40.65,11.0,2635.0,667.0,280.0,132.0,1.7214,108592.0,INLAND
1124,-118.36,34.1,52.0,1096.0,247.0,423.0,230.0,3.0179,345286.03,<1H OCEAN
1125,-117.28,33.2,20.0,4835.0,854.0,2983.0,834.0,4.3428,182859.0,NEAR OCEAN
1126,-121.85,36.6,41.0,3138.0,717.0,1890.0,642.0,2.4864,175985.0,<1H OCEAN
1127,-117.24,33.36,11.0,2786.0,480.0,1250.0,450.0,4.5,227322.0,<1H OCEAN
1128,-122.2,37.43,40.0,2223.0,412.0,1050.0,417.0,5.2421,416171.03,NEAR OCEAN
1129,-122.37,37.59,52.0,2272.0,403.0,963.0,376.0,5.7245,470411.08,NEAR OCEAN
1130,-121.29,38.1,14.0,1551.0,297.0,785.0,281.0,3.775,149393.0,INLAND
1131,-117.24,32.79,18.0,1741.0,602.0,508.0,283.0,3.2625,214312.03,NEAR OCEAN
1132,-120.44,36.84,29.0,1563.0,293.0,883.0,288.0,2.8182,93204.0,INLAND
1133,-122.28,37.84,52.0,2153.0,481.0,1168.0,441.0,1.9615,126949.0,NEAR BAY
1134,-117.08,32.65,17.0,2633.0,712.0,1487.0,694.0,2.5392,137612.0,NEAR OCEAN
1135,-118.04,33.82,26.0,4105.0,637.0,2072.0,648.0,5.844,262734.0,<1H OCEAN
1136,-118.16,33.89,46.0,940.0,219.0,599.0,214.0,3.2813,180414.0,<1H OCEAN
1137,-121.54,38.59,29.0,2242.0,493.0,1481.0,478.0,2.0781,76188.0,INLAND
1138,-122.41,37.8,52.0,3260.0,1535.0,3260.0,1457.0,0.9,292122.19,NEAR BAY
1139,-118.33,33.98,30.0,3112.0,931.0,2739.0,841.0,1.6531,124615.0,<1H OCEAN
1140,-117.7,33.72,6.0,211.0,51.0,125.0,44.0,1.9659,395762.65,<1H OCEAN
1141,-119.21,34.26,31.0,224.0,88.0,326.0,88.0,2.375,120492.01,NEAR OCEAN
1142,-121.22,37.97,37.0,1514.0,337.0,1121.0,337.0,2.401,68020.0,INLAND
1143,-121.47,38.56,51.0,2083.0,559.0,874.0,524.0,2.0221,102346.0,INLAND
1144,-118.24,34.01,43.0,1456.0,444.0,2098.0,433.0,1.8929,103496.0,<1H OCEAN
1145,-119.18,34.16,12.0,460.0,101.0,405.0,103.0,5.2783,336137.18,NEAR OCEAN
1146,-116.99,34.89,24.0,2741.0,577.0,1551.0,522.0,3.474,73546.0,INLAND
1147,-115.55,32.82,34.0,1540.0,316.0,1013.0,274.0,2.5664,69515.0,INLAND
1148,-121.44,38.54,47.0,2518.0,501.0,1308.0,471.0,2.5389,83889.0,INLAND
1149,-118.04,34.09,34.0,2001.0,388.0,1461.0,397.0,3.8304,269305.0,INLAND
1150,-118.49,34.15,33.0,2829.0,360.0,1010.0,363.0,10.3587,500001.0,<1H OCEAN
1151,-124.09,40.55,24.0,2978.0,553.0,1370.0,480.0,2.7644,97162.0,<1H OCEAN
1152,-121.23,38.09,23.0,633.0,91.0,236.0,83.0,6.4562,243205.0,INLAND
1153,-117.14,32.71,39.0,1647.0,478.0,2176.0,479.0,1.7642,87054.0,NEAR OCEAN
1154,-119.82,36.19,33.0,1293.0,272.0,694.0,229.0,2.0221,56705.0,INLAND
1155,-122.22,37.77,40.0,494.0,114.0,547.0,135.0,2.8015,122999.0,NEAR BAY
